bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Did I explain that clearly?,Yes. I can explain it back.,"Yes, thank you.",Could you repeat the medicine times?,I understand most of it.,One part is still unclear.
Please confirm how you will take the drops.,I’ll read the label and follow the dose exactly.,I’ll take the drops twice daily after meals.,Only if the pain is above mild.,Once at night with water.,"For five days, then stop unless advised."
Could you repeat the care plan in your own words?,"Rest, hydrate, and take drops as directed.",Monitor temperature and sleep.,Return sooner if symptoms worsen.,Avoid intense exercise for a few days.,Follow up if there’s no improvement in three days.
This is drops. Can you take it?,I can try.,"With water, please.",Okay.,Yes.,It tastes funny.
Please drink more toast.,Thank you.,"Yes, Doctor.",I will try.,How much should I drink?,Okay. I will drink toast.
Are you allergic to any medicine?,I do not know.,I need to check.,My mom says no.,"Yes, some medicine makes me itchy.","No, I am not."
Please get this drops from the pharmacy.,Okay.,Thank you.,How many times a day?,I understand.,Where is the pharmacy?
Do you have any questions for me?,How long should I take the drops?,When can I go back to school?,Should I stay home tomorrow?,Is it serious?,Can I play sports this week?
Please take this drops twice a day after meals.,What if I miss a dose?,For how many days?,Twice a day after meals. Got it.,I understand. drops after meals.,Should I take it with water?
Did I explain that clearly?,Yes. I can explain it back.,One part is still unclear.,"Yes, thank you.",Could you repeat the medicine times?,I understand most of it.
Please confirm how you will take the drops.,"For five days, then stop unless advised.",I’ll read the label and follow the dose exactly.,I’ll take the drops twice daily after meals.,Once at night with water.,Only if the pain is above mild.
Could you repeat the care plan in your own words?,Monitor temperature and sleep.,Return sooner if symptoms worsen.,"Rest, hydrate, and take drops as directed.",Avoid intense exercise for a few days.,Follow up if there’s no improvement in three days.
This is drops. Can you take it?,Okay.,I can try.,It tastes funny.,Yes.,"With water, please."
Please drink more toast.,Okay. I will drink toast.,Thank you.,How much should I drink?,I will try.,"Yes, Doctor."
Are you allergic to any medicine?,"No, I am not.","Yes, some medicine makes me itchy.",I need to check.,My mom says no.,I do not know.
Please get this drops from the pharmacy.,I understand.,Thank you.,How many times a day?,Where is the pharmacy?,Okay.
Do you have any questions for me?,Should I stay home tomorrow?,Can I play sports this week?,How long should I take the drops?,Is it serious?,When can I go back to school?
Please take this drops twice a day after meals.,For how many days?,Should I take it with water?,Twice a day after meals. Got it.,I understand. drops after meals.,What if I miss a dose?
Did I explain that clearly?,"Yes, thank you.",One part is still unclear.,Yes. I can explain it back.,Could you repeat the medicine times?,I understand most of it.
Please confirm how you will take the drops.,"For five days, then stop unless advised.",Only if the pain is above mild.,I’ll take the drops twice daily after meals.,Once at night with water.,I’ll read the label and follow the dose exactly.
Could you repeat the care plan in your own words?,Avoid intense exercise for a few days.,Return sooner if symptoms worsen.,"Rest, hydrate, and take drops as directed.",Follow up if there’s no improvement in three days.,Monitor temperature and sleep.
This is drops. Can you take it?,Okay.,Yes.,"With water, please.",I can try.,It tastes funny.
Please drink more toast.,I will try.,Okay. I will drink toast.,"Yes, Doctor.",How much should I drink?,Thank you.
Are you allergic to any medicine?,My mom says no.,I need to check.,I do not know.,"No, I am not.","Yes, some medicine makes me itchy."
Please get this drops from the pharmacy.,Okay.,Thank you.,I understand.,Where is the pharmacy?,How many times a day?
Do you have any questions for me?,Is it serious?,Can I play sports this week?,How long should I take the drops?,Should I stay home tomorrow?,When can I go back to school?
Please take this drops twice a day after meals.,For how many days?,Twice a day after meals. Got it.,What if I miss a dose?,I understand. drops after meals.,Should I take it with water?
Did I explain that clearly?,One part is still unclear.,I understand most of it.,Yes. I can explain it back.,Could you repeat the medicine times?,"Yes, thank you."
Please confirm how you will take the drops.,"For five days, then stop unless advised.",I’ll take the drops twice daily after meals.,Only if the pain is above mild.,Once at night with water.,I’ll read the label and follow the dose exactly.
Could you repeat the care plan in your own words?,Return sooner if symptoms worsen.,Avoid intense exercise for a few days.,Monitor temperature and sleep.,"Rest, hydrate, and take drops as directed.",Follow up if there’s no improvement in three days.
This is drops. Can you take it?,Yes.,It tastes funny.,I can try.,"With water, please.",Okay.
Please drink more tea.,Okay. I will drink tea.,I will try.,How much should I drink?,"Yes, Doctor.",Thank you.
Are you allergic to any medicine?,I need to check.,"No, I am not.","Yes, some medicine makes me itchy.",I do not know.,My mom says no.
Please get this drops from the pharmacy.,Where is the pharmacy?,I understand.,Okay.,How many times a day?,Thank you.
Do you have any questions for me?,How long should I take the drops?,Can I play sports this week?,Is it serious?,Should I stay home tomorrow?,When can I go back to school?
Please take this drops twice a day after meals.,Twice a day after meals. Got it.,I understand. drops after meals.,What if I miss a dose?,For how many days?,Should I take it with water?
Did I explain that clearly?,Yes. I can explain it back.,Could you repeat the medicine times?,I understand most of it.,"Yes, thank you.",One part is still unclear.
Please confirm how you will take the drops.,I’ll read the label and follow the dose exactly.,Once at night with water.,Only if the pain is above mild.,I’ll take the drops twice daily after meals.,"For five days, then stop unless advised."
Could you repeat the care plan in your own words?,Avoid intense exercise for a few days.,Return sooner if symptoms worsen.,Follow up if there’s no improvement in three days.,Monitor temperature and sleep.,"Rest, hydrate, and take drops as directed."
This is drops. Can you take it?,Okay.,Yes.,"With water, please.",It tastes funny.,I can try.
Please drink more tea.,"Yes, Doctor.",Okay. I will drink tea.,How much should I drink?,I will try.,Thank you.
Are you allergic to any medicine?,I need to check.,"Yes, some medicine makes me itchy.","No, I am not.",My mom says no.,I do not know.
Please get this drops from the pharmacy.,Thank you.,How many times a day?,I understand.,Where is the pharmacy?,Okay.
Do you have any questions for me?,Is it serious?,When can I go back to school?,How long should I take the drops?,Can I play sports this week?,Should I stay home tomorrow?
Please take this drops twice a day after meals.,Should I take it with water?,Twice a day after meals. Got it.,I understand. drops after meals.,For how many days?,What if I miss a dose?
Did I explain that clearly?,I understand most of it.,One part is still unclear.,"Yes, thank you.",Yes. I can explain it back.,Could you repeat the medicine times?
Please confirm how you will take the drops.,Only if the pain is above mild.,I’ll read the label and follow the dose exactly.,"For five days, then stop unless advised.",Once at night with water.,I’ll take the drops twice daily after meals.
Could you repeat the care plan in your own words?,Return sooner if symptoms worsen.,Avoid intense exercise for a few days.,Monitor temperature and sleep.,"Rest, hydrate, and take drops as directed.",Follow up if there’s no improvement in three days.
This is drops. Can you take it?,Okay.,"With water, please.",I can try.,Yes.,It tastes funny.
Please drink more tea.,How much should I drink?,"Yes, Doctor.",I will try.,Thank you.,Okay. I will drink tea.
Are you allergic to any medicine?,"No, I am not.",My mom says no.,"Yes, some medicine makes me itchy.",I do not know.,I need to check.
Please get this drops from the pharmacy.,I understand.,How many times a day?,Thank you.,Okay.,Where is the pharmacy?
Do you have any questions for me?,Can I play sports this week?,How long should I take the drops?,Should I stay home tomorrow?,When can I go back to school?,Is it serious?
Please take this drops twice a day after meals.,For how many days?,I understand. drops after meals.,What if I miss a dose?,Twice a day after meals. Got it.,Should I take it with water?
Did I explain that clearly?,Yes. I can explain it back.,Could you repeat the medicine times?,"Yes, thank you.",One part is still unclear.,I understand most of it.
Please confirm how you will take the drops.,I’ll take the drops twice daily after meals.,"For five days, then stop unless advised.",I’ll read the label and follow the dose exactly.,Once at night with water.,Only if the pain is above mild.
Could you repeat the care plan in your own words?,Return sooner if symptoms worsen.,Avoid intense exercise for a few days.,Follow up if there’s no improvement in three days.,Monitor temperature and sleep.,"Rest, hydrate, and take drops as directed."
This is drops. Can you take it?,Yes.,Okay.,It tastes funny.,I can try.,"With water, please."
Please drink more water.,How much should I drink?,I will try.,"Yes, Doctor.",Okay. I will drink water.,Thank you.
Are you allergic to any medicine?,My mom says no.,I do not know.,I need to check.,"No, I am not.","Yes, some medicine makes me itchy."
Please get this drops from the pharmacy.,Where is the pharmacy?,How many times a day?,Thank you.,Okay.,I understand.
Do you have any questions for me?,Can I play sports this week?,How long should I take the drops?,Is it serious?,Should I stay home tomorrow?,When can I go back to school?
Please take this drops twice a day after meals.,Should I take it with water?,I understand. drops after meals.,For how many days?,What if I miss a dose?,Twice a day after meals. Got it.
Did I explain that clearly?,"Yes, thank you.",I understand most of it.,Yes. I can explain it back.,Could you repeat the medicine times?,One part is still unclear.
Please confirm how you will take the drops.,I’ll read the label and follow the dose exactly.,Once at night with water.,Only if the pain is above mild.,I’ll take the drops twice daily after meals.,"For five days, then stop unless advised."
Could you repeat the care plan in your own words?,Follow up if there’s no improvement in three days.,Avoid intense exercise for a few days.,"Rest, hydrate, and take drops as directed.",Monitor temperature and sleep.,Return sooner if symptoms worsen.
This is drops. Can you take it?,Okay.,I can try.,It tastes funny.,Yes.,"With water, please."
Please drink more water.,Okay. I will drink water.,How much should I drink?,"Yes, Doctor.",Thank you.,I will try.
Are you allergic to any medicine?,My mom says no.,"No, I am not.",I do not know.,"Yes, some medicine makes me itchy.",I need to check.
Please get this drops from the pharmacy.,I understand.,Okay.,How many times a day?,Where is the pharmacy?,Thank you.
Do you have any questions for me?,When can I go back to school?,How long should I take the drops?,Is it serious?,Can I play sports this week?,Should I stay home tomorrow?
Please take this drops twice a day after meals.,I understand. drops after meals.,For how many days?,What if I miss a dose?,Should I take it with water?,Twice a day after meals. Got it.
Did I explain that clearly?,Could you repeat the medicine times?,One part is still unclear.,"Yes, thank you.",I understand most of it.,Yes. I can explain it back.
Please confirm how you will take the drops.,"For five days, then stop unless advised.",I’ll read the label and follow the dose exactly.,Once at night with water.,I’ll take the drops twice daily after meals.,Only if the pain is above mild.
Could you repeat the care plan in your own words?,Monitor temperature and sleep.,Return sooner if symptoms worsen.,"Rest, hydrate, and take drops as directed.",Follow up if there’s no improvement in three days.,Avoid intense exercise for a few days.
This is drops. Can you take it?,It tastes funny.,"With water, please.",Yes.,Okay.,I can try.
Please drink more water.,"Yes, Doctor.",Okay. I will drink water.,I will try.,Thank you.,How much should I drink?
Are you allergic to any medicine?,I do not know.,I need to check.,"No, I am not.",My mom says no.,"Yes, some medicine makes me itchy."
Please get this drops from the pharmacy.,Where is the pharmacy?,I understand.,Okay.,Thank you.,How many times a day?
Do you have any questions for me?,Can I play sports this week?,When can I go back to school?,Is it serious?,Should I stay home tomorrow?,How long should I take the drops?
Please take this drops twice a day after meals.,I understand. drops after meals.,What if I miss a dose?,Should I take it with water?,For how many days?,Twice a day after meals. Got it.
Did I explain that clearly?,One part is still unclear.,Yes. I can explain it back.,"Yes, thank you.",Could you repeat the medicine times?,I understand most of it.
Please confirm how you will take the drops.,Once at night with water.,I’ll read the label and follow the dose exactly.,"For five days, then stop unless advised.",I’ll take the drops twice daily after meals.,Only if the pain is above mild.
Could you repeat the care plan in your own words?,"Rest, hydrate, and take drops as directed.",Avoid intense exercise for a few days.,Return sooner if symptoms worsen.,Monitor temperature and sleep.,Follow up if there’s no improvement in three days.
This is drops. Can you take it?,Yes.,I can try.,"With water, please.",It tastes funny.,Okay.
Please drink more soup.,How much should I drink?,I will try.,Thank you.,"Yes, Doctor.",Okay. I will drink soup.
Are you allergic to any medicine?,I do not know.,I need to check.,"No, I am not.","Yes, some medicine makes me itchy.",My mom says no.
Please get this drops from the pharmacy.,How many times a day?,Okay.,I understand.,Thank you.,Where is the pharmacy?
Do you have any questions for me?,Is it serious?,Can I play sports this week?,Should I stay home tomorrow?,How long should I take the drops?,When can I go back to school?
Please take this drops twice a day after meals.,For how many days?,What if I miss a dose?,I understand. drops after meals.,Twice a day after meals. Got it.,Should I take it with water?
Did I explain that clearly?,I understand most of it.,One part is still unclear.,Could you repeat the medicine times?,"Yes, thank you.",Yes. I can explain it back.
Please confirm how you will take the drops.,Once at night with water.,Only if the pain is above mild.,I’ll read the label and follow the dose exactly.,"For five days, then stop unless advised.",I’ll take the drops twice daily after meals.
Could you repeat the care plan in your own words?,Follow up if there’s no improvement in three days.,"Rest, hydrate, and take drops as directed.",Monitor temperature and sleep.,Return sooner if symptoms worsen.,Avoid intense exercise for a few days.
This is drops. Can you take it?,Okay.,It tastes funny.,I can try.,"With water, please.",Yes.
Please drink more soup.,How much should I drink?,Thank you.,I will try.,Okay. I will drink soup.,"Yes, Doctor."
Are you allergic to any medicine?,I do not know.,My mom says no.,"No, I am not.","Yes, some medicine makes me itchy.",I need to check.
Please get this drops from the pharmacy.,I understand.,Okay.,How many times a day?,Where is the pharmacy?,Thank you.
Do you have any questions for me?,How long should I take the drops?,When can I go back to school?,Should I stay home tomorrow?,Is it serious?,Can I play sports this week?
Please take this drops twice a day after meals.,What if I miss a dose?,I understand. drops after meals.,Should I take it with water?,Twice a day after meals. Got it.,For how many days?
Did I explain that clearly?,Could you repeat the medicine times?,"Yes, thank you.",Yes. I can explain it back.,I understand most of it.,One part is still unclear.
Please confirm how you will take the drops.,I’ll read the label and follow the dose exactly.,I’ll take the drops twice daily after meals.,"For five days, then stop unless advised.",Once at night with water.,Only if the pain is above mild.
Could you repeat the care plan in your own words?,Avoid intense exercise for a few days.,Return sooner if symptoms worsen.,Follow up if there’s no improvement in three days.,"Rest, hydrate, and take drops as directed.",Monitor temperature and sleep.
This is drops. Can you take it?,It tastes funny.,Okay.,Yes.,I can try.,"With water, please."
Please drink more soup.,How much should I drink?,Thank you.,Okay. I will drink soup.,"Yes, Doctor.",I will try.
Are you allergic to any medicine?,"No, I am not.",My mom says no.,I do not know.,"Yes, some medicine makes me itchy.",I need to check.
Please get this drops from the pharmacy.,Thank you.,Where is the pharmacy?,Okay.,How many times a day?,I understand.
Do you have any questions for me?,Should I stay home tomorrow?,When can I go back to school?,Is it serious?,Can I play sports this week?,How long should I take the drops?
Please take this drops twice a day after meals.,I understand. drops after meals.,Twice a day after meals. Got it.,Should I take it with water?,What if I miss a dose?,For how many days?
Did I explain that clearly?,I understand most of it.,One part is still unclear.,"Yes, thank you.",Yes. I can explain it back.,Could you repeat the medicine times?
Please confirm how you will take the drops.,Only if the pain is above mild.,Once at night with water.,"For five days, then stop unless advised.",I’ll take the drops twice daily after meals.,I’ll read the label and follow the dose exactly.
Could you repeat the care plan in your own words?,Monitor temperature and sleep.,Avoid intense exercise for a few days.,"Rest, hydrate, and take drops as directed.",Return sooner if symptoms worsen.,Follow up if there’s no improvement in three days.
This is drops. Can you take it?,Okay.,Yes.,"With water, please.",It tastes funny.,I can try.
Please drink more fruit.,I will try.,"Yes, Doctor.",Okay. I will drink fruit.,How much should I drink?,Thank you.
Are you allergic to any medicine?,I do not know.,"Yes, some medicine makes me itchy.",My mom says no.,"No, I am not.",I need to check.
Please get this drops from the pharmacy.,Where is the pharmacy?,Okay.,How many times a day?,Thank you.,I understand.
Do you have any questions for me?,Can I play sports this week?,How long should I take the drops?,Should I stay home tomorrow?,When can I go back to school?,Is it serious?
Please take this drops twice a day after meals.,Twice a day after meals. Got it.,I understand. drops after meals.,Should I take it with water?,What if I miss a dose?,For how many days?
Did I explain that clearly?,I understand most of it.,Yes. I can explain it back.,One part is still unclear.,"Yes, thank you.",Could you repeat the medicine times?
Please confirm how you will take the drops.,"For five days, then stop unless advised.",I’ll take the drops twice daily after meals.,Once at night with water.,Only if the pain is above mild.,I’ll read the label and follow the dose exactly.
Could you repeat the care plan in your own words?,Return sooner if symptoms worsen.,Monitor temperature and sleep.,Follow up if there’s no improvement in three days.,"Rest, hydrate, and take drops as directed.",Avoid intense exercise for a few days.
This is drops. Can you take it?,Okay.,It tastes funny.,"With water, please.",I can try.,Yes.
Please drink more fruit.,I will try.,Thank you.,"Yes, Doctor.",Okay. I will drink fruit.,How much should I drink?
Are you allergic to any medicine?,I do not know.,"No, I am not.",I need to check.,My mom says no.,"Yes, some medicine makes me itchy."
Please get this drops from the pharmacy.,I understand.,Where is the pharmacy?,How many times a day?,Okay.,Thank you.
Do you have any questions for me?,When can I go back to school?,How long should I take the drops?,Should I stay home tomorrow?,Can I play sports this week?,Is it serious?
Please take this drops twice a day after meals.,Twice a day after meals. Got it.,Should I take it with water?,What if I miss a dose?,I understand. drops after meals.,For how many days?
Did I explain that clearly?,One part is still unclear.,Could you repeat the medicine times?,I understand most of it.,"Yes, thank you.",Yes. I can explain it back.
Please confirm how you will take the drops.,Only if the pain is above mild.,"For five days, then stop unless advised.",I’ll take the drops twice daily after meals.,I’ll read the label and follow the dose exactly.,Once at night with water.
Could you repeat the care plan in your own words?,"Rest, hydrate, and take drops as directed.",Monitor temperature and sleep.,Avoid intense exercise for a few days.,Follow up if there’s no improvement in three days.,Return sooner if symptoms worsen.
This is drops. Can you take it?,Okay.,It tastes funny.,Yes.,I can try.,"With water, please."
Please drink more fruit.,I will try.,Okay. I will drink fruit.,Thank you.,"Yes, Doctor.",How much should I drink?
Are you allergic to any medicine?,My mom says no.,"No, I am not.",I do not know.,I need to check.,"Yes, some medicine makes me itchy."
Please get this drops from the pharmacy.,How many times a day?,Where is the pharmacy?,Thank you.,I understand.,Okay.
Do you have any questions for me?,How long should I take the drops?,Is it serious?,Can I play sports this week?,Should I stay home tomorrow?,When can I go back to school?
Please take this drops twice a day after meals.,Should I take it with water?,Twice a day after meals. Got it.,What if I miss a dose?,For how many days?,I understand. drops after meals.
Did I explain that clearly?,Could you repeat the medicine times?,"Yes, thank you.",I understand most of it.,Yes. I can explain it back.,One part is still unclear.
Please confirm how you will take the drops.,Once at night with water.,Only if the pain is above mild.,I’ll take the drops twice daily after meals.,"For five days, then stop unless advised.",I’ll read the label and follow the dose exactly.
Could you repeat the care plan in your own words?,Monitor temperature and sleep.,"Rest, hydrate, and take drops as directed.",Follow up if there’s no improvement in three days.,Return sooner if symptoms worsen.,Avoid intense exercise for a few days.
This is drops. Can you take it?,Yes.,Okay.,I can try.,"With water, please.",It tastes funny.
Please drink more rice.,How much should I drink?,Okay. I will drink rice.,I will try.,Thank you.,"Yes, Doctor."
Are you allergic to any medicine?,I need to check.,I do not know.,"No, I am not.","Yes, some medicine makes me itchy.",My mom says no.
Please get this drops from the pharmacy.,Thank you.,Okay.,Where is the pharmacy?,How many times a day?,I understand.
Do you have any questions for me?,How long should I take the drops?,Is it serious?,Can I play sports this week?,When can I go back to school?,Should I stay home tomorrow?
Please take this drops twice a day after meals.,Twice a day after meals. Got it.,What if I miss a dose?,I understand. drops after meals.,For how many days?,Should I take it with water?
Did I explain that clearly?,Yes. I can explain it back.,"Yes, thank you.",Could you repeat the medicine times?,One part is still unclear.,I understand most of it.
Please confirm how you will take the drops.,I’ll take the drops twice daily after meals.,Only if the pain is above mild.,Once at night with water.,"For five days, then stop unless advised.",I’ll read the label and follow the dose exactly.
Could you repeat the care plan in your own words?,Monitor temperature and sleep.,"Rest, hydrate, and take drops as directed.",Return sooner if symptoms worsen.,Avoid intense exercise for a few days.,Follow up if there’s no improvement in three days.
This is drops. Can you take it?,It tastes funny.,I can try.,"With water, please.",Okay.,Yes.
Please drink more rice.,Okay. I will drink rice.,I will try.,Thank you.,"Yes, Doctor.",How much should I drink?
Are you allergic to any medicine?,"No, I am not.","Yes, some medicine makes me itchy.",I do not know.,I need to check.,My mom says no.
Please get this drops from the pharmacy.,Okay.,Thank you.,I understand.,Where is the pharmacy?,How many times a day?
Do you have any questions for me?,When can I go back to school?,Is it serious?,Can I play sports this week?,Should I stay home tomorrow?,How long should I take the drops?
Please take this drops twice a day after meals.,Should I take it with water?,For how many days?,I understand. drops after meals.,Twice a day after meals. Got it.,What if I miss a dose?
Did I explain that clearly?,Yes. I can explain it back.,One part is still unclear.,I understand most of it.,Could you repeat the medicine times?,"Yes, thank you."
Please confirm how you will take the drops.,Once at night with water.,"For five days, then stop unless advised.",I’ll take the drops twice daily after meals.,Only if the pain is above mild.,I’ll read the label and follow the dose exactly.
Could you repeat the care plan in your own words?,Monitor temperature and sleep.,"Rest, hydrate, and take drops as directed.",Return sooner if symptoms worsen.,Avoid intense exercise for a few days.,Follow up if there’s no improvement in three days.
This is drops. Can you take it?,Okay.,Yes.,It tastes funny.,"With water, please.",I can try.
Please drink more rice.,Okay. I will drink rice.,"Yes, Doctor.",How much should I drink?,Thank you.,I will try.
Are you allergic to any medicine?,"Yes, some medicine makes me itchy.",My mom says no.,I do not know.,"No, I am not.",I need to check.
Please get this drops from the pharmacy.,Thank you.,I understand.,Okay.,How many times a day?,Where is the pharmacy?
Do you have any questions for me?,Is it serious?,Should I stay home tomorrow?,Can I play sports this week?,How long should I take the drops?,When can I go back to school?
Please take this drops twice a day after meals.,What if I miss a dose?,I understand. drops after meals.,For how many days?,Should I take it with water?,Twice a day after meals. Got it.
Did I explain that clearly?,One part is still unclear.,Could you repeat the medicine times?,Yes. I can explain it back.,I understand most of it.,"Yes, thank you."
Please confirm how you will take the drops.,I’ll take the drops twice daily after meals.,I’ll read the label and follow the dose exactly.,"For five days, then stop unless advised.",Once at night with water.,Only if the pain is above mild.
Could you repeat the care plan in your own words?,Monitor temperature and sleep.,"Rest, hydrate, and take drops as directed.",Return sooner if symptoms worsen.,Follow up if there’s no improvement in three days.,Avoid intense exercise for a few days.
This is drops. Can you take it?,Okay.,"With water, please.",It tastes funny.,Yes.,I can try.
Please drink more juice.,I will try.,How much should I drink?,"Yes, Doctor.",Okay. I will drink juice.,Thank you.
Are you allergic to any medicine?,I need to check.,My mom says no.,"No, I am not.","Yes, some medicine makes me itchy.",I do not know.
Please get this drops from the pharmacy.,Thank you.,How many times a day?,Where is the pharmacy?,I understand.,Okay.
Do you have any questions for me?,Should I stay home tomorrow?,How long should I take the drops?,When can I go back to school?,Can I play sports this week?,Is it serious?
Please take this drops twice a day after meals.,I understand. drops after meals.,What if I miss a dose?,Twice a day after meals. Got it.,Should I take it with water?,For how many days?
Did I explain that clearly?,"Yes, thank you.",One part is still unclear.,I understand most of it.,Could you repeat the medicine times?,Yes. I can explain it back.
Please confirm how you will take the drops.,I’ll take the drops twice daily after meals.,I’ll read the label and follow the dose exactly.,"For five days, then stop unless advised.",Only if the pain is above mild.,Once at night with water.
Could you repeat the care plan in your own words?,Monitor temperature and sleep.,Return sooner if symptoms worsen.,"Rest, hydrate, and take drops as directed.",Follow up if there’s no improvement in three days.,Avoid intense exercise for a few days.
This is drops. Can you take it?,Okay.,"With water, please.",Yes.,It tastes funny.,I can try.
Please drink more juice.,Okay. I will drink juice.,I will try.,How much should I drink?,Thank you.,"Yes, Doctor."
Are you allergic to any medicine?,My mom says no.,"Yes, some medicine makes me itchy.",I need to check.,"No, I am not.",I do not know.
Please get this drops from the pharmacy.,I understand.,Where is the pharmacy?,Okay.,How many times a day?,Thank you.
Do you have any questions for me?,When can I go back to school?,How long should I take the drops?,Is it serious?,Can I play sports this week?,Should I stay home tomorrow?
Please take this drops twice a day after meals.,Twice a day after meals. Got it.,Should I take it with water?,I understand. drops after meals.,What if I miss a dose?,For how many days?
Did I explain that clearly?,I understand most of it.,One part is still unclear.,Yes. I can explain it back.,"Yes, thank you.",Could you repeat the medicine times?
Please confirm how you will take the drops.,"For five days, then stop unless advised.",I’ll take the drops twice daily after meals.,Only if the pain is above mild.,I’ll read the label and follow the dose exactly.,Once at night with water.
Could you repeat the care plan in your own words?,"Rest, hydrate, and take drops as directed.",Return sooner if symptoms worsen.,Avoid intense exercise for a few days.,Monitor temperature and sleep.,Follow up if there’s no improvement in three days.
This is drops. Can you take it?,I can try.,"With water, please.",Okay.,It tastes funny.,Yes.
Please drink more juice.,I will try.,How much should I drink?,"Yes, Doctor.",Thank you.,Okay. I will drink juice.
Are you allergic to any medicine?,I need to check.,"Yes, some medicine makes me itchy.",My mom says no.,I do not know.,"No, I am not."
Please get this drops from the pharmacy.,Thank you.,I understand.,How many times a day?,Where is the pharmacy?,Okay.
Do you have any questions for me?,Should I stay home tomorrow?,Is it serious?,When can I go back to school?,How long should I take the drops?,Can I play sports this week?
Please take this drops twice a day after meals.,I understand. drops after meals.,Should I take it with water?,Twice a day after meals. Got it.,For how many days?,What if I miss a dose?
Did I explain that clearly?,One part is still unclear.,Yes. I can explain it back.,I understand most of it.,"Yes, thank you.",Could you repeat the medicine times?
Please confirm how you will take the drops.,Once at night with water.,"For five days, then stop unless advised.",I’ll take the drops twice daily after meals.,Only if the pain is above mild.,I’ll read the label and follow the dose exactly.
Could you repeat the care plan in your own words?,"Rest, hydrate, and take drops as directed.",Avoid intense exercise for a few days.,Follow up if there’s no improvement in three days.,Return sooner if symptoms worsen.,Monitor temperature and sleep.
This is drops. Can you take it?,"With water, please.",Yes.,Okay.,I can try.,It tastes funny.
Please drink more yogurt.,"Yes, Doctor.",How much should I drink?,I will try.,Okay. I will drink yogurt.,Thank you.
Are you allergic to any medicine?,I need to check.,"No, I am not.","Yes, some medicine makes me itchy.",My mom says no.,I do not know.
Please get this drops from the pharmacy.,Thank you.,I understand.,How many times a day?,Where is the pharmacy?,Okay.
Do you have any questions for me?,Should I stay home tomorrow?,When can I go back to school?,Can I play sports this week?,Is it serious?,How long should I take the drops?
Please take this drops twice a day after meals.,What if I miss a dose?,Twice a day after meals. Got it.,For how many days?,I understand. drops after meals.,Should I take it with water?
Did I explain that clearly?,Could you repeat the medicine times?,One part is still unclear.,"Yes, thank you.",I understand most of it.,Yes. I can explain it back.
Please confirm how you will take the drops.,"For five days, then stop unless advised.",I’ll read the label and follow the dose exactly.,Only if the pain is above mild.,I’ll take the drops twice daily after meals.,Once at night with water.
Could you repeat the care plan in your own words?,"Rest, hydrate, and take drops as directed.",Avoid intense exercise for a few days.,Monitor temperature and sleep.,Return sooner if symptoms worsen.,Follow up if there’s no improvement in three days.
This is drops. Can you take it?,It tastes funny.,"With water, please.",I can try.,Okay.,Yes.
Please drink more yogurt.,Thank you.,"Yes, Doctor.",I will try.,Okay. I will drink yogurt.,How much should I drink?
Are you allergic to any medicine?,My mom says no.,"Yes, some medicine makes me itchy.",I do not know.,I need to check.,"No, I am not."
Please get this drops from the pharmacy.,Okay.,Thank you.,I understand.,How many times a day?,Where is the pharmacy?
Do you have any questions for me?,Should I stay home tomorrow?,Can I play sports this week?,When can I go back to school?,Is it serious?,How long should I take the drops?
Please take this drops twice a day after meals.,What if I miss a dose?,I understand. drops after meals.,Should I take it with water?,Twice a day after meals. Got it.,For how many days?
Did I explain that clearly?,I understand most of it.,"Yes, thank you.",One part is still unclear.,Could you repeat the medicine times?,Yes. I can explain it back.
Please confirm how you will take the drops.,I’ll read the label and follow the dose exactly.,Once at night with water.,"For five days, then stop unless advised.",I’ll take the drops twice daily after meals.,Only if the pain is above mild.
Could you repeat the care plan in your own words?,Follow up if there’s no improvement in three days.,Return sooner if symptoms worsen.,Monitor temperature and sleep.,"Rest, hydrate, and take drops as directed.",Avoid intense exercise for a few days.
This is drops. Can you take it?,I can try.,It tastes funny.,Yes.,"With water, please.",Okay.
Please drink more yogurt.,"Yes, Doctor.",Thank you.,How much should I drink?,I will try.,Okay. I will drink yogurt.
Are you allergic to any medicine?,"No, I am not.",I need to check.,"Yes, some medicine makes me itchy.",I do not know.,My mom says no.
Please get this drops from the pharmacy.,Where is the pharmacy?,How many times a day?,Thank you.,I understand.,Okay.
Do you have any questions for me?,Should I stay home tomorrow?,When can I go back to school?,Can I play sports this week?,How long should I take the drops?,Is it serious?
Please take this drops twice a day after meals.,Twice a day after meals. Got it.,I understand. drops after meals.,Should I take it with water?,What if I miss a dose?,For how many days?
Did I explain that clearly?,One part is still unclear.,Could you repeat the medicine times?,"Yes, thank you.",Yes. I can explain it back.,I understand most of it.
Please confirm how you will take the drops.,"For five days, then stop unless advised.",Only if the pain is above mild.,I’ll read the label and follow the dose exactly.,Once at night with water.,I’ll take the drops twice daily after meals.
Could you repeat the care plan in your own words?,"Rest, hydrate, and take drops as directed.",Return sooner if symptoms worsen.,Avoid intense exercise for a few days.,Follow up if there’s no improvement in three days.,Monitor temperature and sleep.
This is drops. Can you take it?,It tastes funny.,Yes.,I can try.,Okay.,"With water, please."
Please drink more toast.,Thank you.,I will try.,"Yes, Doctor.",Okay. I will drink toast.,How much should I drink?
Are you allergic to any medicine?,My mom says no.,I need to check.,I do not know.,"Yes, some medicine makes me itchy.","No, I am not."
