bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
What can you do to stay healthier this week?,I can wash my hands often.,I can sleep earlier.,I can drink more water.,I can sleep more regularly.,I can avoid sharing drinks.
Should you stay home from school?,I can go if I feel better.,What do you recommend?,I think one more day of rest helps.,I will ask my parents.,"If I still have a fever, yes."
Which habit do you want to improve first?,Stretching after sports.,Sleeping on time.,Drinking enough water.,Taking screen breaks.,I want to improve my sleep.
What change can you realistically make this month?,I can keep a simple symptom diary.,I can walk 20 minutes daily.,I can improve my sleep schedule.,I can reduce late-night screens.,I can prepare water in the morning.
How many hours do you usually sleep?,About seven to eight hours.,I sleep well most nights.,I go to bed too late.,Less than I need.,I want to improve my sleep.
How often do you exercise each week?,Three or four times a week.,Almost every day.,I walk to school most days.,Not enough right now.,Only on weekends.
Please drink some water.,I want water.,"Okay, Doctor.","Yes, I will.",Thank you.,Okay.
Do you sleep every day?,Sometimes.,Not always.,"Yes, I sleep every day.",I try to.,"No, I forget."
You should rest today. Can you do that?,"I have homework, but I can rest after.","Yes, I will rest.",I will stay home.,Okay. No sports today.,Thank you for the advice.
What can you do to stay healthier this week?,I can wash my hands often.,I can sleep earlier.,I can sleep more regularly.,I can avoid sharing drinks.,I can drink more water.
Should you stay home from school?,I can go if I feel better.,"If I still have a fever, yes.",I think one more day of rest helps.,What do you recommend?,I will ask my parents.
Which habit do you want to improve first?,I want to improve my sleep.,Taking screen breaks.,Sleeping on time.,Drinking enough water.,Stretching after sports.
What change can you realistically make this month?,I can prepare water in the morning.,I can walk 20 minutes daily.,I can reduce late-night screens.,I can keep a simple symptom diary.,I can improve my sleep schedule.
How many hours do you usually sleep?,Less than I need.,I sleep well most nights.,About seven to eight hours.,I go to bed too late.,I want to improve my sleep.
How often do you exercise each week?,Not enough right now.,Only on weekends.,Three or four times a week.,Almost every day.,I walk to school most days.
Please drink some water.,"Yes, I will.",Okay.,Thank you.,"Okay, Doctor.",I want water.
Do you sleep every day?,Not always.,Sometimes.,"No, I forget.","Yes, I sleep every day.",I try to.
You should rest today. Can you do that?,Okay. No sports today.,"I have homework, but I can rest after.",Thank you for the advice.,"Yes, I will rest.",I will stay home.
What can you do to stay healthier this week?,I can sleep earlier.,I can avoid sharing drinks.,I can sleep more regularly.,I can drink more water.,I can wash my hands often.
Should you stay home from school?,I think one more day of rest helps.,I can go if I feel better.,"If I still have a fever, yes.",I will ask my parents.,What do you recommend?
Which habit do you want to improve first?,Taking screen breaks.,Sleeping on time.,Drinking enough water.,Stretching after sports.,I want to improve my sleep.
What change can you realistically make this month?,I can reduce late-night screens.,I can keep a simple symptom diary.,I can improve my sleep schedule.,I can prepare water in the morning.,I can walk 20 minutes daily.
How many hours do you usually sleep?,I sleep well most nights.,About seven to eight hours.,I go to bed too late.,Less than I need.,I want to improve my sleep.
How often do you exercise each week?,Three or four times a week.,Only on weekends.,Not enough right now.,I walk to school most days.,Almost every day.
Please drink some water.,I want water.,"Yes, I will.",Thank you.,"Okay, Doctor.",Okay.
Do you sleep every day?,Sometimes.,"Yes, I sleep every day.",I try to.,"No, I forget.",Not always.
You should rest today. Can you do that?,I will stay home.,"I have homework, but I can rest after.",Thank you for the advice.,"Yes, I will rest.",Okay. No sports today.
What can you do to stay healthier this week?,I can sleep more regularly.,I can avoid sharing drinks.,I can wash my hands often.,I can drink more water.,I can sleep earlier.
Should you stay home from school?,"If I still have a fever, yes.",What do you recommend?,I will ask my parents.,I think one more day of rest helps.,I can go if I feel better.
Which habit do you want to improve first?,Sleeping on time.,I want to improve my sleep.,Stretching after sports.,Taking screen breaks.,Drinking enough water.
What change can you realistically make this month?,I can reduce late-night screens.,I can prepare water in the morning.,I can walk 20 minutes daily.,I can improve my sleep schedule.,I can keep a simple symptom diary.
How many hours do you usually sleep?,Less than I need.,I sleep well most nights.,I go to bed too late.,I want to improve my sleep.,About seven to eight hours.
How often do you exercise each week?,Almost every day.,Not enough right now.,Three or four times a week.,Only on weekends.,I walk to school most days.
Please drink some water.,I want water.,Okay.,"Okay, Doctor.",Thank you.,"Yes, I will."
Do you sleep every day?,Not always.,I try to.,"No, I forget.","Yes, I sleep every day.",Sometimes.
You should rest today. Can you do that?,I will stay home.,Thank you for the advice.,Okay. No sports today.,"Yes, I will rest.","I have homework, but I can rest after."
What can you do to stay healthier this week?,I can drink more water.,I can sleep earlier.,I can sleep more regularly.,I can avoid sharing drinks.,I can wash my hands often.
Should you stay home from school?,I can go if I feel better.,I think one more day of rest helps.,I will ask my parents.,What do you recommend?,"If I still have a fever, yes."
Which habit do you want to improve first?,Taking screen breaks.,Stretching after sports.,Drinking enough water.,Sleeping on time.,I want to improve my sleep.
What change can you realistically make this month?,I can reduce late-night screens.,I can walk 20 minutes daily.,I can improve my sleep schedule.,I can keep a simple symptom diary.,I can prepare water in the morning.
How many hours do you usually sleep?,I sleep well most nights.,I go to bed too late.,I want to improve my sleep.,About seven to eight hours.,Less than I need.
How often do you exercise each week?,I walk to school most days.,Almost every day.,Three or four times a week.,Only on weekends.,Not enough right now.
Please drink some water.,"Yes, I will.",Okay.,I want water.,"Okay, Doctor.",Thank you.
Do you sleep every day?,Not always.,Sometimes.,"No, I forget.","Yes, I sleep every day.",I try to.
You should rest today. Can you do that?,Okay. No sports today.,"Yes, I will rest.",I will stay home.,"I have homework, but I can rest after.",Thank you for the advice.
What can you do to stay healthier this week?,I can avoid sharing drinks.,I can drink more water.,I can wash my hands often.,I can sleep earlier.,I can sleep more regularly.
Should you stay home from school?,"If I still have a fever, yes.",What do you recommend?,I will ask my parents.,I think one more day of rest helps.,I can go if I feel better.
Which habit do you want to improve first?,I want to improve my sleep.,Drinking enough water.,Taking screen breaks.,Stretching after sports.,Sleeping on time.
What change can you realistically make this month?,I can improve my sleep schedule.,I can reduce late-night screens.,I can prepare water in the morning.,I can keep a simple symptom diary.,I can walk 20 minutes daily.
How many hours do you usually sleep?,Less than I need.,I want to improve my sleep.,I sleep well most nights.,I go to bed too late.,About seven to eight hours.
How often do you exercise each week?,Not enough right now.,I walk to school most days.,Only on weekends.,Three or four times a week.,Almost every day.
Please drink some water.,Okay.,"Yes, I will.",I want water.,"Okay, Doctor.",Thank you.
Do you sleep every day?,Sometimes.,"No, I forget.",I try to.,"Yes, I sleep every day.",Not always.
You should rest today. Can you do that?,Okay. No sports today.,I will stay home.,"I have homework, but I can rest after.","Yes, I will rest.",Thank you for the advice.
What can you do to stay healthier this week?,I can avoid sharing drinks.,I can drink more water.,I can sleep more regularly.,I can wash my hands often.,I can sleep earlier.
Should you stay home from school?,I can go if I feel better.,What do you recommend?,I think one more day of rest helps.,I will ask my parents.,"If I still have a fever, yes."
Which habit do you want to improve first?,Drinking enough water.,Taking screen breaks.,I want to improve my sleep.,Sleeping on time.,Stretching after sports.
What change can you realistically make this month?,I can keep a simple symptom diary.,I can improve my sleep schedule.,I can reduce late-night screens.,I can prepare water in the morning.,I can walk 20 minutes daily.
How many hours do you usually sleep?,I want to improve my sleep.,Less than I need.,I sleep well most nights.,I go to bed too late.,About seven to eight hours.
How often do you exercise each week?,Three or four times a week.,Almost every day.,I walk to school most days.,Only on weekends.,Not enough right now.
Please drink some water.,"Okay, Doctor.","Yes, I will.",Thank you.,I want water.,Okay.
Do you sleep every day?,Not always.,Sometimes.,"No, I forget.",I try to.,"Yes, I sleep every day."
You should rest today. Can you do that?,Thank you for the advice.,Okay. No sports today.,"I have homework, but I can rest after.",I will stay home.,"Yes, I will rest."
What can you do to stay healthier this week?,I can drink more water.,I can wash my hands often.,I can avoid sharing drinks.,I can sleep more regularly.,I can sleep earlier.
Should you stay home from school?,"If I still have a fever, yes.",What do you recommend?,I think one more day of rest helps.,I can go if I feel better.,I will ask my parents.
Which habit do you want to improve first?,Sleeping on time.,Drinking enough water.,Stretching after sports.,I want to improve my sleep.,Taking screen breaks.
What change can you realistically make this month?,I can improve my sleep schedule.,I can prepare water in the morning.,I can keep a simple symptom diary.,I can reduce late-night screens.,I can walk 20 minutes daily.
How many hours do you usually sleep?,I want to improve my sleep.,About seven to eight hours.,Less than I need.,I go to bed too late.,I sleep well most nights.
How often do you exercise each week?,Not enough right now.,Only on weekends.,Almost every day.,I walk to school most days.,Three or four times a week.
Please drink some water.,"Yes, I will.",I want water.,Thank you.,Okay.,"Okay, Doctor."
Do you sleep every day?,I try to.,Not always.,Sometimes.,"Yes, I sleep every day.","No, I forget."
You should rest today. Can you do that?,"I have homework, but I can rest after.",Thank you for the advice.,I will stay home.,"Yes, I will rest.",Okay. No sports today.
What can you do to stay healthier this week?,I can sleep earlier.,I can sleep more regularly.,I can wash my hands often.,I can drink more water.,I can avoid sharing drinks.
Should you stay home from school?,What do you recommend?,I think one more day of rest helps.,I can go if I feel better.,"If I still have a fever, yes.",I will ask my parents.
Which habit do you want to improve first?,Stretching after sports.,Sleeping on time.,Drinking enough water.,I want to improve my sleep.,Taking screen breaks.
What change can you realistically make this month?,I can reduce late-night screens.,I can improve my sleep schedule.,I can walk 20 minutes daily.,I can prepare water in the morning.,I can keep a simple symptom diary.
How many hours do you usually sleep?,I want to improve my sleep.,Less than I need.,I sleep well most nights.,I go to bed too late.,About seven to eight hours.
How often do you exercise each week?,Three or four times a week.,Only on weekends.,I walk to school most days.,Not enough right now.,Almost every day.
Please drink some water.,I want water.,Okay.,Thank you.,"Yes, I will.","Okay, Doctor."
Do you sleep every day?,Not always.,"No, I forget.",I try to.,Sometimes.,"Yes, I sleep every day."
You should rest today. Can you do that?,"I have homework, but I can rest after.",Okay. No sports today.,"Yes, I will rest.",I will stay home.,Thank you for the advice.
What can you do to stay healthier this week?,I can sleep more regularly.,I can sleep earlier.,I can avoid sharing drinks.,I can drink more water.,I can wash my hands often.
Should you stay home from school?,"If I still have a fever, yes.",What do you recommend?,I will ask my parents.,I think one more day of rest helps.,I can go if I feel better.
Which habit do you want to improve first?,I want to improve my sleep.,Sleeping on time.,Stretching after sports.,Drinking enough water.,Taking screen breaks.
What change can you realistically make this month?,I can improve my sleep schedule.,I can keep a simple symptom diary.,I can reduce late-night screens.,I can walk 20 minutes daily.,I can prepare water in the morning.
How many hours do you usually sleep?,I go to bed too late.,About seven to eight hours.,I want to improve my sleep.,I sleep well most nights.,Less than I need.
How often do you exercise each week?,Three or four times a week.,Almost every day.,Only on weekends.,Not enough right now.,I walk to school most days.
Please drink some water.,Okay.,Thank you.,"Yes, I will.","Okay, Doctor.",I want water.
Do you sleep every day?,"Yes, I sleep every day.",Sometimes.,Not always.,"No, I forget.",I try to.
You should rest today. Can you do that?,"Yes, I will rest.","I have homework, but I can rest after.",Okay. No sports today.,I will stay home.,Thank you for the advice.
What can you do to stay healthier this week?,I can drink more water.,I can wash my hands often.,I can avoid sharing drinks.,I can sleep more regularly.,I can sleep earlier.
Should you stay home from school?,I can go if I feel better.,I will ask my parents.,I think one more day of rest helps.,What do you recommend?,"If I still have a fever, yes."
Which habit do you want to improve first?,I want to improve my sleep.,Taking screen breaks.,Sleeping on time.,Stretching after sports.,Drinking enough water.
What change can you realistically make this month?,I can keep a simple symptom diary.,I can reduce late-night screens.,I can improve my sleep schedule.,I can prepare water in the morning.,I can walk 20 minutes daily.
How many hours do you usually sleep?,I sleep well most nights.,I go to bed too late.,Less than I need.,About seven to eight hours.,I want to improve my sleep.
How often do you exercise each week?,Almost every day.,Three or four times a week.,Only on weekends.,I walk to school most days.,Not enough right now.
Please drink some water.,Thank you.,I want water.,"Yes, I will.",Okay.,"Okay, Doctor."
Do you sleep every day?,Sometimes.,Not always.,"Yes, I sleep every day.",I try to.,"No, I forget."
You should rest today. Can you do that?,"Yes, I will rest.",Thank you for the advice.,"I have homework, but I can rest after.",Okay. No sports today.,I will stay home.
What can you do to stay healthier this week?,I can sleep more regularly.,I can wash my hands often.,I can sleep earlier.,I can avoid sharing drinks.,I can drink more water.
Should you stay home from school?,"If I still have a fever, yes.",What do you recommend?,I think one more day of rest helps.,I will ask my parents.,I can go if I feel better.
Which habit do you want to improve first?,Sleeping on time.,I want to improve my sleep.,Stretching after sports.,Taking screen breaks.,Drinking enough water.
What change can you realistically make this month?,I can improve my sleep schedule.,I can prepare water in the morning.,I can reduce late-night screens.,I can keep a simple symptom diary.,I can walk 20 minutes daily.
How many hours do you usually sleep?,I go to bed too late.,About seven to eight hours.,I want to improve my sleep.,I sleep well most nights.,Less than I need.
How often do you exercise each week?,Almost every day.,I walk to school most days.,Only on weekends.,Three or four times a week.,Not enough right now.
Please drink some water.,"Yes, I will.",I want water.,Okay.,Thank you.,"Okay, Doctor."
Do you sleep every day?,Sometimes.,"Yes, I sleep every day.",Not always.,I try to.,"No, I forget."
You should rest today. Can you do that?,Thank you for the advice.,Okay. No sports today.,I will stay home.,"I have homework, but I can rest after.","Yes, I will rest."
What can you do to stay healthier this week?,I can avoid sharing drinks.,I can sleep more regularly.,I can wash my hands often.,I can drink more water.,I can sleep earlier.
Should you stay home from school?,"If I still have a fever, yes.",What do you recommend?,I think one more day of rest helps.,I will ask my parents.,I can go if I feel better.
Which habit do you want to improve first?,Drinking enough water.,Taking screen breaks.,I want to improve my sleep.,Sleeping on time.,Stretching after sports.
What change can you realistically make this month?,I can reduce late-night screens.,I can prepare water in the morning.,I can keep a simple symptom diary.,I can improve my sleep schedule.,I can walk 20 minutes daily.
How many hours do you usually sleep?,I sleep well most nights.,Less than I need.,About seven to eight hours.,I go to bed too late.,I want to improve my sleep.
How often do you exercise each week?,Only on weekends.,Three or four times a week.,Not enough right now.,I walk to school most days.,Almost every day.
Please drink some water.,Okay.,I want water.,"Yes, I will.","Okay, Doctor.",Thank you.
Do you sleep every day?,Sometimes.,"No, I forget.",Not always.,"Yes, I sleep every day.",I try to.
You should rest today. Can you do that?,"Yes, I will rest.",Okay. No sports today.,"I have homework, but I can rest after.",I will stay home.,Thank you for the advice.
What can you do to stay healthier this week?,I can wash my hands often.,I can avoid sharing drinks.,I can drink more water.,I can sleep more regularly.,I can sleep earlier.
Should you stay home from school?,"If I still have a fever, yes.",I will ask my parents.,I can go if I feel better.,I think one more day of rest helps.,What do you recommend?
Which habit do you want to improve first?,Sleeping on time.,Stretching after sports.,Drinking enough water.,Taking screen breaks.,I want to improve my sleep.
What change can you realistically make this month?,I can reduce late-night screens.,I can walk 20 minutes daily.,I can improve my sleep schedule.,I can keep a simple symptom diary.,I can prepare water in the morning.
How many hours do you usually sleep?,I go to bed too late.,I want to improve my sleep.,Less than I need.,I sleep well most nights.,About seven to eight hours.
How often do you exercise each week?,Only on weekends.,Three or four times a week.,Almost every day.,Not enough right now.,I walk to school most days.
Please drink some water.,"Okay, Doctor.",Thank you.,Okay.,"Yes, I will.",I want water.
Do you sleep every day?,I try to.,Not always.,"Yes, I sleep every day.",Sometimes.,"No, I forget."
You should rest today. Can you do that?,I will stay home.,Thank you for the advice.,"I have homework, but I can rest after.","Yes, I will rest.",Okay. No sports today.
What can you do to stay healthier this week?,I can sleep earlier.,I can avoid sharing drinks.,I can drink more water.,I can wash my hands often.,I can sleep more regularly.
Should you stay home from school?,"If I still have a fever, yes.",What do you recommend?,I can go if I feel better.,I think one more day of rest helps.,I will ask my parents.
Which habit do you want to improve first?,Stretching after sports.,Sleeping on time.,I want to improve my sleep.,Drinking enough water.,Taking screen breaks.
What change can you realistically make this month?,I can walk 20 minutes daily.,I can improve my sleep schedule.,I can reduce late-night screens.,I can prepare water in the morning.,I can keep a simple symptom diary.
How many hours do you usually sleep?,I go to bed too late.,I want to improve my sleep.,About seven to eight hours.,I sleep well most nights.,Less than I need.
How often do you exercise each week?,Only on weekends.,Three or four times a week.,I walk to school most days.,Not enough right now.,Almost every day.
Please drink some water.,Okay.,Thank you.,I want water.,"Okay, Doctor.","Yes, I will."
Do you sleep every day?,Sometimes.,Not always.,"No, I forget.",I try to.,"Yes, I sleep every day."
You should rest today. Can you do that?,I will stay home.,Thank you for the advice.,"I have homework, but I can rest after.",Okay. No sports today.,"Yes, I will rest."
What can you do to stay healthier this week?,I can sleep more regularly.,I can drink more water.,I can wash my hands often.,I can avoid sharing drinks.,I can sleep earlier.
Should you stay home from school?,I think one more day of rest helps.,I will ask my parents.,"If I still have a fever, yes.",I can go if I feel better.,What do you recommend?
Which habit do you want to improve first?,Drinking enough water.,I want to improve my sleep.,Taking screen breaks.,Sleeping on time.,Stretching after sports.
What change can you realistically make this month?,I can prepare water in the morning.,I can improve my sleep schedule.,I can reduce late-night screens.,I can keep a simple symptom diary.,I can walk 20 minutes daily.
How many hours do you usually sleep?,I sleep well most nights.,I want to improve my sleep.,Less than I need.,I go to bed too late.,About seven to eight hours.
How often do you exercise each week?,Almost every day.,Three or four times a week.,I walk to school most days.,Not enough right now.,Only on weekends.
Please drink some water.,Thank you.,"Yes, I will.",Okay.,I want water.,"Okay, Doctor."
Do you sleep every day?,I try to.,"Yes, I sleep every day.",Not always.,"No, I forget.",Sometimes.
You should rest today. Can you do that?,I will stay home.,Okay. No sports today.,"I have homework, but I can rest after.","Yes, I will rest.",Thank you for the advice.
What can you do to stay healthier this week?,I can wash my hands often.,I can drink more water.,I can sleep more regularly.,I can sleep earlier.,I can avoid sharing drinks.
Should you stay home from school?,"If I still have a fever, yes.",I think one more day of rest helps.,I can go if I feel better.,What do you recommend?,I will ask my parents.
Which habit do you want to improve first?,Stretching after sports.,Sleeping on time.,I want to improve my sleep.,Taking screen breaks.,Drinking enough water.
What change can you realistically make this month?,I can keep a simple symptom diary.,I can improve my sleep schedule.,I can prepare water in the morning.,I can reduce late-night screens.,I can walk 20 minutes daily.
How many hours do you usually sleep?,I go to bed too late.,Less than I need.,I want to improve my sleep.,About seven to eight hours.,I sleep well most nights.
How often do you exercise each week?,Three or four times a week.,Almost every day.,Not enough right now.,I walk to school most days.,Only on weekends.
Please drink some water.,"Yes, I will.",Thank you.,Okay.,I want water.,"Okay, Doctor."
Do you exercise every day?,"No, I forget.",Not always.,I try to.,Sometimes.,"Yes, I exercise every day."
You should rest today. Can you do that?,"I have homework, but I can rest after.",I will stay home.,Okay. No sports today.,Thank you for the advice.,"Yes, I will rest."
What can you do to stay healthier this week?,I can wash my hands often.,I can drink more water.,I can sleep earlier.,I can avoid sharing drinks.,I can exercise more regularly.
Should you stay home from school?,I can go if I feel better.,I think one more day of rest helps.,What do you recommend?,"If I still have a fever, yes.",I will ask my parents.
Which habit do you want to improve first?,Stretching after sports.,Sleeping on time.,Drinking enough water.,I want to improve my exercise.,Taking screen breaks.
What change can you realistically make this month?,I can improve my exercise schedule.,I can keep a simple symptom diary.,I can walk 20 minutes daily.,I can reduce late-night screens.,I can prepare water in the morning.
How many hours do you usually sleep?,I sleep well most nights.,I want to improve my sleep.,Less than I need.,About seven to eight hours.,I go to bed too late.
How often do you exercise each week?,Three or four times a week.,I walk to school most days.,Not enough right now.,Only on weekends.,Almost every day.
Please drink some water.,"Yes, I will.",Thank you.,I want water.,Okay.,"Okay, Doctor."
Do you exercise every day?,"Yes, I exercise every day.",Not always.,"No, I forget.",Sometimes.,I try to.
You should rest today. Can you do that?,Okay. No sports today.,"Yes, I will rest.","I have homework, but I can rest after.",Thank you for the advice.,I will stay home.
What can you do to stay healthier this week?,I can sleep earlier.,I can wash my hands often.,I can avoid sharing drinks.,I can drink more water.,I can exercise more regularly.
Should you stay home from school?,I can go if I feel better.,"If I still have a fever, yes.",I think one more day of rest helps.,What do you recommend?,I will ask my parents.
Which habit do you want to improve first?,Taking screen breaks.,I want to improve my exercise.,Stretching after sports.,Sleeping on time.,Drinking enough water.
What change can you realistically make this month?,I can keep a simple symptom diary.,I can improve my exercise schedule.,I can prepare water in the morning.,I can walk 20 minutes daily.,I can reduce late-night screens.
How many hours do you usually sleep?,I sleep well most nights.,I go to bed too late.,About seven to eight hours.,I want to improve my sleep.,Less than I need.
How often do you exercise each week?,I walk to school most days.,Three or four times a week.,Not enough right now.,Almost every day.,Only on weekends.
Please drink some water.,Thank you.,"Okay, Doctor.",Okay.,I want water.,"Yes, I will."
Do you exercise every day?,Sometimes.,"No, I forget.","Yes, I exercise every day.",Not always.,I try to.
You should rest today. Can you do that?,"I have homework, but I can rest after.",Okay. No sports today.,Thank you for the advice.,"Yes, I will rest.",I will stay home.
What can you do to stay healthier this week?,I can sleep earlier.,I can drink more water.,I can exercise more regularly.,I can wash my hands often.,I can avoid sharing drinks.
Should you stay home from school?,I can go if I feel better.,I will ask my parents.,I think one more day of rest helps.,What do you recommend?,"If I still have a fever, yes."
Which habit do you want to improve first?,Taking screen breaks.,Stretching after sports.,I want to improve my exercise.,Drinking enough water.,Sleeping on time.
What change can you realistically make this month?,I can keep a simple symptom diary.,I can prepare water in the morning.,I can walk 20 minutes daily.,I can improve my exercise schedule.,I can reduce late-night screens.
How many hours do you usually sleep?,I want to improve my sleep.,I sleep well most nights.,Less than I need.,I go to bed too late.,About seven to eight hours.
How often do you exercise each week?,Three or four times a week.,I walk to school most days.,Not enough right now.,Only on weekends.,Almost every day.
Please drink some water.,I want water.,"Okay, Doctor.","Yes, I will.",Okay.,Thank you.
Do you exercise every day?,Not always.,Sometimes.,I try to.,"No, I forget.","Yes, I exercise every day."
You should rest today. Can you do that?,"Yes, I will rest.",I will stay home.,Okay. No sports today.,Thank you for the advice.,"I have homework, but I can rest after."
What can you do to stay healthier this week?,I can sleep earlier.,I can wash my hands often.,I can exercise more regularly.,I can avoid sharing drinks.,I can drink more water.
Should you stay home from school?,What do you recommend?,I can go if I feel better.,I think one more day of rest helps.,"If I still have a fever, yes.",I will ask my parents.
Which habit do you want to improve first?,Sleeping on time.,I want to improve my exercise.,Taking screen breaks.,Stretching after sports.,Drinking enough water.
What change can you realistically make this month?,I can reduce late-night screens.,I can keep a simple symptom diary.,I can prepare water in the morning.,I can improve my exercise schedule.,I can walk 20 minutes daily.
How many hours do you usually sleep?,Less than I need.,I want to improve my sleep.,I go to bed too late.,I sleep well most nights.,About seven to eight hours.
How often do you exercise each week?,Only on weekends.,I walk to school most days.,Three or four times a week.,Almost every day.,Not enough right now.
Please drink some water.,"Okay, Doctor.",Okay.,I want water.,Thank you.,"Yes, I will."
Do you exercise every day?,"Yes, I exercise every day.",Sometimes.,Not always.,"No, I forget.",I try to.
You should rest today. Can you do that?,Okay. No sports today.,"I have homework, but I can rest after.","Yes, I will rest.",I will stay home.,Thank you for the advice.
What can you do to stay healthier this week?,I can drink more water.,I can exercise more regularly.,I can sleep earlier.,I can avoid sharing drinks.,I can wash my hands often.
Should you stay home from school?,I will ask my parents.,I think one more day of rest helps.,What do you recommend?,"If I still have a fever, yes.",I can go if I feel better.
Which habit do you want to improve first?,Taking screen breaks.,I want to improve my exercise.,Stretching after sports.,Sleeping on time.,Drinking enough water.
What change can you realistically make this month?,I can prepare water in the morning.,I can reduce late-night screens.,I can improve my exercise schedule.,I can walk 20 minutes daily.,I can keep a simple symptom diary.
How many hours do you usually sleep?,I want to improve my sleep.,Less than I need.,About seven to eight hours.,I sleep well most nights.,I go to bed too late.
How often do you exercise each week?,I walk to school most days.,Three or four times a week.,Not enough right now.,Almost every day.,Only on weekends.
Please drink some water.,"Yes, I will.",I want water.,Okay.,Thank you.,"Okay, Doctor."
Do you exercise every day?,"Yes, I exercise every day.","No, I forget.",I try to.,Not always.,Sometimes.
You should rest today. Can you do that?,"Yes, I will rest.",Thank you for the advice.,Okay. No sports today.,"I have homework, but I can rest after.",I will stay home.
What can you do to stay healthier this week?,I can wash my hands often.,I can exercise more regularly.,I can drink more water.,I can avoid sharing drinks.,I can sleep earlier.
Should you stay home from school?,I will ask my parents.,"If I still have a fever, yes.",I think one more day of rest helps.,I can go if I feel better.,What do you recommend?
Which habit do you want to improve first?,Stretching after sports.,I want to improve my exercise.,Drinking enough water.,Sleeping on time.,Taking screen breaks.
What change can you realistically make this month?,I can reduce late-night screens.,I can keep a simple symptom diary.,I can prepare water in the morning.,I can improve my exercise schedule.,I can walk 20 minutes daily.
How many hours do you usually sleep?,I sleep well most nights.,I go to bed too late.,Less than I need.,About seven to eight hours.,I want to improve my sleep.
How often do you exercise each week?,Three or four times a week.,Almost every day.,I walk to school most days.,Only on weekends.,Not enough right now.
Please drink some water.,I want water.,Okay.,"Okay, Doctor.","Yes, I will.",Thank you.
Do you exercise every day?,"Yes, I exercise every day.",I try to.,"No, I forget.",Not always.,Sometimes.
You should rest today. Can you do that?,I will stay home.,Thank you for the advice.,Okay. No sports today.,"I have homework, but I can rest after.","Yes, I will rest."
What can you do to stay healthier this week?,I can exercise more regularly.,I can wash my hands often.,I can drink more water.,I can avoid sharing drinks.,I can sleep earlier.
Should you stay home from school?,I will ask my parents.,"If I still have a fever, yes.",I think one more day of rest helps.,I can go if I feel better.,What do you recommend?
Which habit do you want to improve first?,Sleeping on time.,Stretching after sports.,Drinking enough water.,I want to improve my exercise.,Taking screen breaks.
What change can you realistically make this month?,I can improve my exercise schedule.,I can walk 20 minutes daily.,I can reduce late-night screens.,I can keep a simple symptom diary.,I can prepare water in the morning.
How many hours do you usually sleep?,I go to bed too late.,Less than I need.,I sleep well most nights.,About seven to eight hours.,I want to improve my sleep.
How often do you exercise each week?,Almost every day.,Only on weekends.,I walk to school most days.,Not enough right now.,Three or four times a week.
Please drink some water.,Okay.,I want water.,"Yes, I will.",Thank you.,"Okay, Doctor."
Do you exercise every day?,"Yes, I exercise every day.",Not always.,I try to.,"No, I forget.",Sometimes.
You should rest today. Can you do that?,Thank you for the advice.,"I have homework, but I can rest after.","Yes, I will rest.",I will stay home.,Okay. No sports today.
What can you do to stay healthier this week?,I can avoid sharing drinks.,I can exercise more regularly.,I can sleep earlier.,I can wash my hands often.,I can drink more water.
Should you stay home from school?,What do you recommend?,I think one more day of rest helps.,I will ask my parents.,"If I still have a fever, yes.",I can go if I feel better.
Which habit do you want to improve first?,Taking screen breaks.,Sleeping on time.,I want to improve my exercise.,Stretching after sports.,Drinking enough water.
What change can you realistically make this month?,I can reduce late-night screens.,I can improve my exercise schedule.,I can walk 20 minutes daily.,I can prepare water in the morning.,I can keep a simple symptom diary.
How many hours do you usually sleep?,Less than I need.,About seven to eight hours.,I want to improve my sleep.,I go to bed too late.,I sleep well most nights.
How often do you exercise each week?,I walk to school most days.,Almost every day.,Not enough right now.,Only on weekends.,Three or four times a week.
Please drink some water.,"Yes, I will.",Thank you.,Okay.,I want water.,"Okay, Doctor."
Do you exercise every day?,Not always.,"Yes, I exercise every day.",Sometimes.,I try to.,"No, I forget."
You should rest today. Can you do that?,Okay. No sports today.,Thank you for the advice.,"Yes, I will rest.","I have homework, but I can rest after.",I will stay home.
What can you do to stay healthier this week?,I can avoid sharing drinks.,I can wash my hands often.,I can drink more water.,I can sleep earlier.,I can exercise more regularly.
Should you stay home from school?,I think one more day of rest helps.,I will ask my parents.,What do you recommend?,"If I still have a fever, yes.",I can go if I feel better.
Which habit do you want to improve first?,I want to improve my exercise.,Drinking enough water.,Sleeping on time.,Stretching after sports.,Taking screen breaks.
What change can you realistically make this month?,I can prepare water in the morning.,I can keep a simple symptom diary.,I can walk 20 minutes daily.,I can improve my exercise schedule.,I can reduce late-night screens.
How many hours do you usually sleep?,I want to improve my sleep.,I sleep well most nights.,Less than I need.,I go to bed too late.,About seven to eight hours.
How often do you exercise each week?,Three or four times a week.,Not enough right now.,I walk to school most days.,Almost every day.,Only on weekends.
Please drink some water.,Thank you.,"Okay, Doctor.","Yes, I will.",Okay.,I want water.
Do you exercise every day?,I try to.,"Yes, I exercise every day.",Sometimes.,Not always.,"No, I forget."
You should rest today. Can you do that?,"Yes, I will rest.",Thank you for the advice.,Okay. No sports today.,I will stay home.,"I have homework, but I can rest after."
What can you do to stay healthier this week?,I can exercise more regularly.,I can wash my hands often.,I can drink more water.,I can avoid sharing drinks.,I can sleep earlier.
