bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
"Can I have some juice, please?",Okay.,Please.,Yes.,"Yes, please.",Here you are.
Hello!,"Hello, Benny!","Hi, friend!",Hello!,Hi!,Hi there!
How are you?,I am great!,I am okay.,I am happy.,I am good.,I am fine.
What is your name?,My name is Lara.,I am Ken.,My name is Ken.,I am Lara.,I'm Lara.
Nice to meet you!,Nice to meet you too!,You too!,Hi!,Thank you!,Nice to meet you!
Say goodbye!,Bye-bye!,Bye!,See you!,Good night!,Goodbye!
What color is this?,I see purple.,It is green.,This is purple.,It is purple.,Purple.
What animal do you see?,A fish.,I see a parrot.,A parrot.,"Look, a parrot!",It is a parrot.
Do you like peach?,"Yes, I like peach.","No, I don't like peach.",I love peach!,Yummy!,Yes!
What do you want to play with?,I like the ball.,"The ball, please.",Let's play with the ball.,"A teddy, please.",I want the ball.
How many do you see?,One toys.,One.,I see one.,Four.,There are one.
Who is this?,This is Ana.,It is my mom.,My mom.,This is my mom.,My sister.
Where are you?,I am home.,At the park.,In the farm.,I am at the park.,I am at school.
What can you do?,I can jump.,I can run.,I can play.,I can eat.,Okay.
Please say thank you.,Thank you very much!,Thanks!,Thank you!,Thanks a lot!,"Thank you, friend!"
"Can I have some juice, please?",Please.,"Yes, please.",Okay.,Here you are.,Yes.
Hello!,"Hello, Benny!",Hi there!,Hi!,Hello!,"Hi, friend!"
How are you?,I am okay.,I am good.,I am great!,I am fine.,I am happy.
What is your name?,My name is Yuki.,My name is Sam.,I'm Sam.,I am Yuki.,I am Sam.
Nice to meet you!,Nice to meet you!,Thank you!,Hi!,Nice to meet you too!,You too!
Say goodbye!,See you!,Bye!,Bye-bye!,Goodbye!,Good night!
What color is this?,I see black.,This is black.,It is black.,Black.,It is green.
What animal do you see?,It is a parrot.,"Look, a parrot!",A parrot.,A fish.,I see a parrot.
Do you like peach?,"No, I don't like peach.",Yes!,Yummy!,"Yes, I like peach.",I love peach!
What do you want to play with?,Let's play with the ball.,"A teddy, please.","The ball, please.",I want the ball.,I like the ball.
How many do you see?,Four.,There are one.,One.,I see one.,One toys.
Who is this?,My mom.,My sister.,This is Luca.,This is my mom.,It is my mom.
Where are you?,I am at the park.,I am at school.,In the farm.,I am home.,At the park.
What can you do?,I can run.,I can jump.,I can play.,I can eat.,Okay.
Please say thank you.,"Thank you, friend!",Thank you very much!,Thank you!,Thanks a lot!,Thanks!
"Can I have some juice, please?",Here you are.,Okay.,"Yes, please.",Yes.,Please.
Hello!,Hi!,"Hello, Benny!",Hi there!,"Hi, friend!",Hello!
How are you?,I am fine.,I am okay.,I am good.,I am great!,I am happy.
What is your name?,I'm Noor.,I am Noor.,My name is Noor.,Okay.,Okay.
Nice to meet you!,Nice to meet you!,Hi!,You too!,Nice to meet you too!,Thank you!
Say goodbye!,See you!,Bye-bye!,Goodbye!,Bye!,Good night!
What color is this?,This is red.,It is green.,It is red.,Red.,I see red.
What animal do you see?,"Look, a cat!",A fish.,A cat.,It is a cat.,I see a cat.
Do you like mango?,"Yes, I like mango.",Yummy!,I love mango!,Yes!,"No, I don't like mango."
What do you want to play with?,I like the ball.,I want the ball.,"The ball, please.","A teddy, please.",Let's play with the ball.
How many do you see?,There are one.,Four.,One toys.,I see one.,One.
Who is this?,My mom.,This is my mom.,This is Lila.,It is my mom.,My sister.
Where are you?,I am at school.,I am home.,In the farm.,I am at the park.,At the park.
What can you do?,I can jump.,I can eat.,I can play.,I can run.,Okay.
Please say thank you.,Thank you very much!,Thanks a lot!,Thank you!,Thanks!,"Thank you, friend!"
"Can I have some juice, please?",Okay.,"Yes, please.",Here you are.,Yes.,Please.
Hello!,"Hi, friend!",Hi!,Hi there!,"Hello, Benny!",Hello!
How are you?,I am happy.,I am great!,I am okay.,I am fine.,I am good.
What is your name?,My name is Ken.,I am Eli.,My name is Eli.,I'm Ken.,I am Ken.
Nice to meet you!,Nice to meet you!,Thank you!,You too!,Hi!,Nice to meet you too!
Say goodbye!,Goodbye!,Bye-bye!,See you!,Good night!,Bye!
What color is this?,It is orange.,I see orange.,Orange.,It is green.,This is orange.
What animal do you see?,I see a cat.,A fish.,A cat.,It is a cat.,"Look, a cat!"
Do you like mango?,"Yes, I like mango.","No, I don't like mango.",I love mango!,Yes!,Yummy!
What do you want to play with?,I want the ball.,"A teddy, please.",Let's play with the ball.,I like the ball.,"The ball, please."
How many do you see?,There are one.,One.,I see one.,One toys.,Four.
Who is this?,My sister.,My mom.,It is my mom.,This is Nico.,This is my mom.
Where are you?,In the farm.,I am at the park.,I am at school.,At the park.,I am home.
What can you do?,I can eat.,I can run.,I can jump.,I can play.,Okay.
Please say thank you.,Thank you very much!,Thanks!,"Thank you, friend!",Thanks a lot!,Thank you!
"Can I have some juice, please?",Here you are.,"Yes, please.",Yes.,Okay.,Please.
Hello!,Hi there!,"Hi, friend!","Hello, Benny!",Hello!,Hi!
How are you?,I am happy.,I am fine.,I am okay.,I am great!,I am good.
What is your name?,My name is Lara.,I'm Lara.,I am Ana.,My name is Ana.,I am Lara.
Nice to meet you!,You too!,Hi!,Nice to meet you too!,Thank you!,Nice to meet you!
Say goodbye!,Goodbye!,Bye!,Good night!,Bye-bye!,See you!
What color is this?,This is brown.,It is brown.,Brown.,I see brown.,It is green.
What animal do you see?,A cat.,It is a cat.,"Look, a cat!",I see a cat.,A fish.
Do you like mango?,"No, I don't like mango.",Yummy!,I love mango!,"Yes, I like mango.",Yes!
What do you want to play with?,"A teddy, please.",I like the ball.,I want the ball.,"The ball, please.",Let's play with the ball.
How many do you see?,One toys.,I see one.,There are one.,One.,Four.
Who is this?,This is Ana.,This is my mom.,My sister.,It is my mom.,My mom.
Where are you?,I am home.,I am at school.,In the farm.,I am at the park.,At the park.
What can you do?,I can run.,I can eat.,I can jump.,I can play.,Okay.
Please say thank you.,Thanks a lot!,Thanks!,Thank you!,Thank you very much!,"Thank you, friend!"
"Can I have some juice, please?",Here you are.,Okay.,Please.,"Yes, please.",Yes.
Hello!,Hi there!,"Hello, Benny!",Hi!,"Hi, friend!",Hello!
How are you?,I am okay.,I am good.,I am great!,I am fine.,I am happy.
What is your name?,I'm Sam.,I am Rui.,My name is Sam.,My name is Rui.,I am Sam.
Nice to meet you!,Nice to meet you too!,Thank you!,Nice to meet you!,Hi!,You too!
Say goodbye!,Bye-bye!,Goodbye!,See you!,Good night!,Bye!
What color is this?,This is gold.,Gold.,It is green.,It is gold.,I see gold.
What animal do you see?,A cat.,I see a cat.,"Look, a cat!",A fish.,It is a cat.
Do you like mango?,I love mango!,Yummy!,"No, I don't like mango.",Yes!,"Yes, I like mango."
What do you want to play with?,I like the ball.,"The ball, please.",I want the ball.,"A teddy, please.",Let's play with the ball.
How many do you see?,I see one.,There are one.,One toys.,One.,Four.
Who is this?,It is my mom.,My mom.,My sister.,This is my mom.,This is Luca.
Where are you?,In the farm.,I am at the park.,I am at school.,I am home.,At the park.
What can you do?,I can run.,I can jump.,I can eat.,I can play.,Okay.
Please say thank you.,Thank you very much!,"Thank you, friend!",Thank you!,Thanks a lot!,Thanks!
"Can I have some juice, please?",Okay.,Please.,Here you are.,Yes.,"Yes, please."
Hello!,"Hello, Benny!",Hi!,"Hi, friend!",Hello!,Hi there!
How are you?,I am great!,I am okay.,I am fine.,I am happy.,I am good.
What is your name?,My name is Noor.,I am Noor.,I'm Noor.,My name is Nico.,I am Nico.
Nice to meet you!,Nice to meet you too!,Nice to meet you!,Hi!,Thank you!,You too!
Say goodbye!,Bye-bye!,See you!,Goodbye!,Bye!,Good night!
What color is this?,It is green.,Green.,This is green.,I see green.,Okay.
What animal do you see?,A dog.,It is a dog.,A fish.,"Look, a dog!",I see a dog.
Do you like mango?,"No, I don't like mango.",Yes!,Yummy!,"Yes, I like mango.",I love mango!
What do you want to play with?,"The ball, please.","A teddy, please.",I want the ball.,Let's play with the ball.,I like the ball.
How many do you see?,One toys.,One.,There are one.,Four.,I see one.
Who is this?,My mom.,It is my mom.,This is Lila.,This is my mom.,My sister.
Where are you?,I am home.,I am at the park.,I am at school.,At the park.,In the farm.
What can you do?,I can run.,I can eat.,I can play.,I can jump.,Okay.
Please say thank you.,"Thank you, friend!",Thank you very much!,Thanks a lot!,Thanks!,Thank you!
"Can I have some juice, please?",Okay.,Yes.,"Yes, please.",Here you are.,Please.
Hello!,Hello!,"Hello, Benny!",Hi!,"Hi, friend!",Hi there!
How are you?,I am fine.,I am okay.,I am good.,I am great!,I am happy.
What is your name?,My name is Ken.,My name is Leo.,I am Leo.,I'm Ken.,I am Ken.
Nice to meet you!,Nice to meet you!,Thank you!,Nice to meet you too!,Hi!,You too!
Say goodbye!,Bye-bye!,Bye!,Goodbye!,See you!,Good night!
What color is this?,It is pink.,Pink.,This is pink.,I see pink.,It is green.
What animal do you see?,It is a dog.,A fish.,I see a dog.,"Look, a dog!",A dog.
Do you like mango?,I love mango!,Yes!,"Yes, I like mango.",Yummy!,"No, I don't like mango."
What do you want to play with?,"The ball, please.",Let's play with the ball.,I want the ball.,"A teddy, please.",I like the ball.
How many do you see?,I see one.,One toys.,One.,There are one.,Four.
Who is this?,This is my mom.,My sister.,It is my mom.,This is Nico.,My mom.
Where are you?,At the park.,I am at school.,I am at the park.,I am home.,In the farm.
What can you do?,I can run.,I can eat.,I can jump.,I can play.,Okay.
Please say thank you.,Thanks!,Thanks a lot!,"Thank you, friend!",Thank you very much!,Thank you!
"Can I have some juice, please?",Here you are.,Okay.,Please.,Yes.,"Yes, please."
Hello!,Hi there!,Hello!,"Hello, Benny!","Hi, friend!",Hi!
How are you?,I am fine.,I am happy.,I am okay.,I am good.,I am great!
What is your name?,My name is Theo.,I am Theo.,I am Lara.,I'm Lara.,My name is Lara.
Nice to meet you!,Nice to meet you too!,Hi!,Nice to meet you!,You too!,Thank you!
Say goodbye!,Good night!,Goodbye!,Bye!,See you!,Bye-bye!
What color is this?,It is gray.,It is green.,This is gray.,I see gray.,Gray.
What animal do you see?,It is a dog.,I see a dog.,"Look, a dog!",A fish.,A dog.
Do you like mango?,Yes!,"Yes, I like mango.",I love mango!,"No, I don't like mango.",Yummy!
What do you want to play with?,"The ball, please.","A teddy, please.",I want the ball.,I like the ball.,Let's play with the ball.
How many do you see?,There are one.,Four.,One toys.,One.,I see one.
Who is this?,My sister.,This is my mom.,It is my mom.,This is Ana.,My mom.
Where are you?,I am home.,At the park.,I am at the park.,I am at school.,In the farm.
What can you do?,I can run.,I can jump.,I can play.,I can eat.,Okay.
Please say thank you.,Thanks!,Thank you!,"Thank you, friend!",Thank you very much!,Thanks a lot!
"Can I have some juice, please?",Yes.,Okay.,Here you are.,"Yes, please.",Please.
Hello!,"Hi, friend!",Hello!,"Hello, Benny!",Hi there!,Hi!
How are you?,I am great!,I am okay.,I am good.,I am fine.,I am happy.
What is your name?,I am Sam.,I am Lara.,My name is Lara.,My name is Sam.,I'm Sam.
Nice to meet you!,Thank you!,Nice to meet you!,Hi!,You too!,Nice to meet you too!
Say goodbye!,See you!,Goodbye!,Bye-bye!,Bye!,Good night!
What color is this?,It is yellow.,This is yellow.,Yellow.,It is green.,I see yellow.
What animal do you see?,It is a bird.,"Look, a bird!",I see a bird.,A fish.,A bird.
Do you like mango?,Yummy!,"No, I don't like mango.",I love mango!,"Yes, I like mango.",Yes!
What do you want to play with?,"A teddy, please.",Let's play with the ball.,I want the ball.,I like the ball.,"The ball, please."
How many do you see?,Four.,I see one.,There are one.,One.,One toys.
Who is this?,It is my mom.,My mom.,My sister.,This is my mom.,This is Luca.
Where are you?,I am at the park.,At the park.,I am at school.,In the farm.,I am home.
What can you do?,I can play.,I can run.,I can eat.,I can jump.,Okay.
Please say thank you.,Thank you!,"Thank you, friend!",Thank you very much!,Thanks a lot!,Thanks!
"Can I have some juice, please?","Yes, please.",Here you are.,Okay.,Please.,Yes.
Hello!,"Hi, friend!",Hello!,Hi there!,Hi!,"Hello, Benny!"
How are you?,I am okay.,I am great!,I am happy.,I am good.,I am fine.
What is your name?,My name is Zoe.,My name is Noor.,I am Zoe.,I'm Noor.,I am Noor.
Nice to meet you!,Nice to meet you too!,You too!,Nice to meet you!,Thank you!,Hi!
Say goodbye!,Bye!,See you!,Bye-bye!,Good night!,Goodbye!
What color is this?,It is green.,I see purple.,Purple.,It is purple.,This is purple.
What animal do you see?,A fish.,"Look, a bird!",It is a bird.,A bird.,I see a bird.
Do you like mango?,"Yes, I like mango.","No, I don't like mango.",I love mango!,Yes!,Yummy!
What do you want to play with?,I like the ball.,Let's play with the ball.,"The ball, please.",I want the ball.,"A teddy, please."
How many do you see?,One toys.,I see one.,There are one.,Four.,One.
Who is this?,My sister.,This is Lila.,My mom.,This is my mom.,It is my mom.
Where are you?,I am at school.,I am at the park.,I am home.,In the farm.,At the park.
What can you do?,I can eat.,I can jump.,I can run.,I can play.,Okay.
Please say thank you.,Thanks a lot!,Thank you!,Thanks!,Thank you very much!,"Thank you, friend!"
"Can I have some juice, please?",Yes.,Okay.,Here you are.,Please.,"Yes, please."
Hello!,"Hi, friend!",Hi!,Hi there!,Hello!,"Hello, Benny!"
How are you?,I am good.,I am great!,I am fine.,I am happy.,I am okay.
What is your name?,I am Ken.,I'm Ken.,My name is Ken.,Okay.,Okay.
Nice to meet you!,Nice to meet you too!,Nice to meet you!,Thank you!,You too!,Hi!
Say goodbye!,Bye!,Good night!,See you!,Goodbye!,Bye-bye!
What color is this?,I see white.,White.,It is white.,This is white.,It is green.
What animal do you see?,It is a bird.,"Look, a bird!",A bird.,A fish.,I see a bird.
Do you like mango?,Yummy!,I love mango!,"No, I don't like mango.","Yes, I like mango.",Yes!
What do you want to play with?,I like the ball.,I want the ball.,"A teddy, please.","The ball, please.",Let's play with the ball.
How many do you see?,There are one.,One.,One toys.,Four.,I see one.
Who is this?,It is my mom.,My mom.,This is Nico.,This is my mom.,My sister.
Where are you?,I am at the park.,In the farm.,At the park.,I am home.,I am at school.
What can you do?,I can eat.,I can run.,I can jump.,I can play.,Okay.
Please say thank you.,"Thank you, friend!",Thank you very much!,Thanks a lot!,Thank you!,Thanks!
"Can I have some juice, please?",Here you are.,Okay.,"Yes, please.",Please.,Yes.
Hello!,"Hi, friend!",Hi!,Hi there!,"Hello, Benny!",Hello!
How are you?,I am great!,I am happy.,I am fine.,I am good.,I am okay.
What is your name?,I am Lara.,I am Yuki.,My name is Lara.,I'm Lara.,My name is Yuki.
Nice to meet you!,Nice to meet you!,Hi!,You too!,Thank you!,Nice to meet you too!
Say goodbye!,Good night!,Bye!,See you!,Bye-bye!,Goodbye!
What color is this?,This is red.,It is green.,It is red.,I see red.,Red.
What animal do you see?,I see a fish.,A fish.,"Look, a fish!",It is a fish.,Okay.
Do you like mango?,Yes!,"Yes, I like mango.",Yummy!,"No, I don't like mango.",I love mango!
What do you want to play with?,"The ball, please.",I want the ball.,"A teddy, please.",Let's play with the ball.,I like the ball.
How many do you see?,I see one.,One.,One toys.,Four.,There are one.
Who is this?,This is my mom.,It is my mom.,My mom.,My sister.,This is Ana.
Where are you?,I am at school.,I am home.,In the farm.,I am at the park.,At the park.
What can you do?,I can jump.,I can play.,I can eat.,I can run.,Okay.
Please say thank you.,Thanks a lot!,"Thank you, friend!",Thank you!,Thanks!,Thank you very much!
"Can I have some juice, please?",Here you are.,Okay.,Yes.,"Yes, please.",Please.
Hello!,Hello!,Hi!,"Hello, Benny!",Hi there!,"Hi, friend!"
How are you?,I am okay.,I am good.,I am great!,I am fine.,I am happy.
What is your name?,I am Luca.,I am Sam.,I'm Sam.,My name is Sam.,My name is Luca.
Nice to meet you!,Nice to meet you!,Hi!,You too!,Nice to meet you too!,Thank you!
Say goodbye!,Bye!,Good night!,Bye-bye!,Goodbye!,See you!
What color is this?,Orange.,This is orange.,It is orange.,It is green.,I see orange.
What animal do you see?,A fish.,I see a fish.,It is a fish.,"Look, a fish!",Okay.
Do you like mango?,"No, I don't like mango.","Yes, I like mango.",Yes!,I love mango!,Yummy!
What do you want to play with?,Let's play with the ball.,I want the ball.,I like the ball.,"A teddy, please.","The ball, please."
How many do you see?,One.,One toys.,Four.,There are one.,I see one.
Who is this?,My sister.,It is my mom.,My mom.,This is my mom.,This is Luca.
Where are you?,I am home.,At the park.,I am at the park.,I am at school.,In the farm.
What can you do?,I can run.,I can eat.,I can play.,I can jump.,Okay.
Please say thank you.,Thank you very much!,Thanks!,"Thank you, friend!",Thanks a lot!,Thank you!
"Can I have some juice, please?",Okay.,Yes.,"Yes, please.",Here you are.,Please.
Hello!,"Hello, Benny!",Hello!,Hi!,Hi there!,"Hi, friend!"
How are you?,I am good.,I am okay.,I am happy.,I am fine.,I am great!
What is your name?,I am Noor.,I am Eli.,I'm Noor.,My name is Noor.,My name is Eli.
Nice to meet you!,Thank you!,Nice to meet you too!,Hi!,Nice to meet you!,You too!
Say goodbye!,Good night!,See you!,Bye!,Bye-bye!,Goodbye!
What color is this?,I see black.,Black.,It is black.,It is green.,This is black.
What animal do you see?,I see a fish.,It is a fish.,"Look, a fish!",A fish.,Okay.
Do you like mango?,Yummy!,"No, I don't like mango.","Yes, I like mango.",Yes!,I love mango!
What do you want to play with?,"The ball, please.",I like the ball.,Let's play with the ball.,I want the ball.,"A teddy, please."
How many do you see?,I see one.,Four.,One toys.,There are one.,One.
Who is this?,It is my mom.,My mom.,My sister.,This is my mom.,This is Lila.
Where are you?,At the park.,I am at school.,I am at the park.,I am home.,In the farm.
What can you do?,I can eat.,I can play.,I can jump.,I can run.,Okay.
Please say thank you.,Thanks!,Thank you!,Thanks a lot!,Thank you very much!,"Thank you, friend!"
"Can I have some juice, please?","Yes, please.",Okay.,Here you are.,Yes.,Please.
Hello!,"Hi, friend!","Hello, Benny!",Hi!,Hi there!,Hello!
How are you?,I am okay.,I am fine.,I am good.,I am happy.,I am great!
What is your name?,I am Ana.,I am Ken.,I'm Ken.,My name is Ana.,My name is Ken.
Nice to meet you!,Nice to meet you!,You too!,Nice to meet you too!,Thank you!,Hi!
Say goodbye!,See you!,Goodbye!,Bye-bye!,Bye!,Good night!
What color is this?,It is green.,It is gold.,This is gold.,Gold.,I see gold.
What animal do you see?,A fish.,I see a duck.,It is a duck.,A duck.,"Look, a duck!"
Do you like mango?,Yes!,Yummy!,"Yes, I like mango.","No, I don't like mango.",I love mango!
What do you want to play with?,I like the ball.,Let's play with the ball.,"The ball, please.",I want the ball.,"A teddy, please."
How many do you see?,One.,There are one.,Four.,One toys.,I see one.
Who is this?,My mom.,This is Nico.,It is my mom.,This is my mom.,My sister.
Where are you?,I am at school.,I am home.,In the farm.,I am at the park.,At the park.
What can you do?,I can eat.,I can run.,I can jump.,I can play.,Okay.
Please say thank you.,Thanks!,Thanks a lot!,Thank you!,Thank you very much!,"Thank you, friend!"
"Can I have some juice, please?","Yes, please.",Here you are.,Yes.,Please.,Okay.
Hello!,Hello!,"Hi, friend!",Hi!,Hi there!,"Hello, Benny!"
How are you?,I am great!,I am fine.,I am good.,I am okay.,I am happy.
What is your name?,I am Rui.,My name is Lara.,I am Lara.,I'm Lara.,My name is Rui.
Nice to meet you!,You too!,Nice to meet you too!,Thank you!,Hi!,Nice to meet you!
Say goodbye!,Bye-bye!,Good night!,See you!,Goodbye!,Bye!
What color is this?,It is green.,This is green.,I see green.,Green.,Okay.
What animal do you see?,It is a duck.,A fish.,A duck.,I see a duck.,"Look, a duck!"
Do you like mango?,I love mango!,"No, I don't like mango.","Yes, I like mango.",Yes!,Yummy!
What do you want to play with?,Let's play with the ball.,I like the ball.,I want the ball.,"A teddy, please.","The ball, please."
How many do you see?,One.,There are one.,One toys.,Four.,I see one.
Who is this?,It is my mom.,My sister.,This is Ana.,This is my mom.,My mom.
Where are you?,I am at school.,In the farm.,At the park.,I am at the park.,I am home.
What can you do?,I can jump.,I can run.,I can play.,I can eat.,Okay.
Please say thank you.,Thanks a lot!,Thank you very much!,Thanks!,Thank you!,"Thank you, friend!"
"Can I have some juice, please?",Please.,"Yes, please.",Yes.,Here you are.,Okay.
Hello!,"Hi, friend!",Hi there!,Hello!,Hi!,"Hello, Benny!"
How are you?,I am fine.,I am happy.,I am good.,I am great!,I am okay.
What is your name?,I am Hana.,My name is Hana.,My name is Sam.,I'm Sam.,I am Sam.
Nice to meet you!,Nice to meet you!,Nice to meet you too!,You too!,Hi!,Thank you!
Say goodbye!,Bye!,Good night!,See you!,Goodbye!,Bye-bye!
What color is this?,It is brown.,This is brown.,Brown.,It is green.,I see brown.
What animal do you see?,A fish.,A duck.,It is a duck.,I see a duck.,"Look, a duck!"
Do you like mango?,I love mango!,"Yes, I like mango.",Yummy!,Yes!,"No, I don't like mango."
What do you want to play with?,"The ball, please.",I like the ball.,Let's play with the ball.,"A teddy, please.",I want the ball.
How many do you see?,Four.,I see one.,One.,There are one.,One toys.
Who is this?,My mom.,This is Luca.,It is my mom.,This is my mom.,My sister.
Where are you?,In the farm.,I am at the park.,I am home.,At the park.,I am at school.
What can you do?,I can eat.,I can jump.,I can run.,I can play.,Okay.
Please say thank you.,Thanks a lot!,Thanks!,"Thank you, friend!",Thank you very much!,Thank you!
"Can I have some juice, please?",Please.,Here you are.,"Yes, please.",Okay.,Yes.
Hello!,Hi there!,"Hello, Benny!","Hi, friend!",Hi!,Hello!
How are you?,I am happy.,I am okay.,I am great!,I am fine.,I am good.
What is your name?,I am Leo.,I am Noor.,I'm Noor.,My name is Leo.,My name is Noor.
Nice to meet you!,Thank you!,Nice to meet you too!,Hi!,You too!,Nice to meet you!
Say goodbye!,Bye!,See you!,Good night!,Bye-bye!,Goodbye!
What color is this?,It is gray.,This is gray.,I see gray.,It is green.,Gray.
What animal do you see?,A duck.,It is a duck.,I see a duck.,"Look, a duck!",A fish.
Do you like mango?,"No, I don't like mango.",Yes!,Yummy!,I love mango!,"Yes, I like mango."
What do you want to play with?,Let's play with the ball.,"A teddy, please.",I want the ball.,"The ball, please.",I like the ball.
How many do you see?,One.,I see one.,Four.,One toys.,There are one.
Who is this?,It is my mom.,This is Lila.,My mom.,My sister.,This is my mom.
Where are you?,I am at school.,I am home.,At the park.,I am at the park.,In the farm.
What can you do?,I can eat.,I can jump.,I can run.,I can play.,Okay.
Please say thank you.,Thanks!,"Thank you, friend!",Thank you!,Thank you very much!,Thanks a lot!
"Can I have some juice, please?",Please.,Okay.,Yes.,Here you are.,"Yes, please."
Hello!,"Hello, Benny!",Hello!,Hi there!,Hi!,"Hi, friend!"
How are you?,I am happy.,I am fine.,I am okay.,I am great!,I am good.
What is your name?,I am Theo.,My name is Ken.,My name is Theo.,I'm Ken.,I am Ken.
Nice to meet you!,Thank you!,Nice to meet you too!,You too!,Nice to meet you!,Hi!
Say goodbye!,Goodbye!,Good night!,Bye-bye!,Bye!,See you!
What color is this?,This is yellow.,Yellow.,It is yellow.,It is green.,I see yellow.
What animal do you see?,It is a frog.,A frog.,"Look, a frog!",A fish.,I see a frog.
Do you like mango?,I love mango!,"Yes, I like mango.",Yummy!,Yes!,"No, I don't like mango."
What do you want to play with?,I like the ball.,"The ball, please.",I want the ball.,Let's play with the ball.,"A teddy, please."
How many do you see?,There are one.,I see one.,Four.,One.,One toys.
Who is this?,My sister.,This is Nico.,This is my mom.,My mom.,It is my mom.
Where are you?,I am at school.,I am at the park.,In the farm.,I am home.,At the park.
What can you do?,I can run.,I can play.,I can jump.,I can eat.,Okay.
Please say thank you.,Thank you very much!,"Thank you, friend!",Thanks!,Thank you!,Thanks a lot!
"Can I have some juice, please?",Please.,Okay.,Yes.,"Yes, please.",Here you are.
Hello!,Hi there!,Hello!,"Hello, Benny!",Hi!,"Hi, friend!"
How are you?,I am happy.,I am fine.,I am good.,I am great!,I am okay.
What is your name?,I am Lara.,I'm Lara.,My name is Lara.,Okay.,Okay.
Nice to meet you!,Nice to meet you too!,Thank you!,Nice to meet you!,Hi!,You too!
Say goodbye!,Bye-bye!,Bye!,Good night!,See you!,Goodbye!
What color is this?,Pink.,I see pink.,This is pink.,It is green.,It is pink.
What animal do you see?,A frog.,I see a frog.,A fish.,"Look, a frog!",It is a frog.
Do you like mango?,"Yes, I like mango.","No, I don't like mango.",Yes!,Yummy!,I love mango!
What do you want to play with?,I like the ball.,I want the ball.,"The ball, please.",Let's play with the ball.,"A teddy, please."
How many do you see?,I see one.,Four.,There are one.,One toys.,One.
Who is this?,It is my mom.,This is my mom.,My sister.,This is Ana.,My mom.
Where are you?,At the park.,In the farm.,I am at school.,I am at the park.,I am home.
What can you do?,I can run.,I can play.,I can eat.,I can jump.,Okay.
Please say thank you.,Thank you very much!,Thanks!,Thanks a lot!,Thank you!,"Thank you, friend!"
"Can I have some juice, please?","Yes, please.",Yes.,Please.,Here you are.,Okay.
Hello!,"Hello, Benny!",Hi!,Hi there!,Hello!,"Hi, friend!"
How are you?,I am good.,I am okay.,I am happy.,I am fine.,I am great!
What is your name?,My name is Mia.,I am Mia.,I'm Sam.,I am Sam.,My name is Sam.
Nice to meet you!,Thank you!,You too!,Hi!,Nice to meet you too!,Nice to meet you!
Say goodbye!,Good night!,Bye!,Bye-bye!,See you!,Goodbye!
What color is this?,White.,This is white.,It is green.,It is white.,I see white.
What animal do you see?,"Look, a frog!",I see a frog.,A frog.,It is a frog.,A fish.
Do you like mango?,"No, I don't like mango.",Yes!,I love mango!,Yummy!,"Yes, I like mango."
What do you want to play with?,"A teddy, please.",I like the ball.,Let's play with the ball.,I want the ball.,"The ball, please."
How many do you see?,One.,Four.,One toys.,There are one.,I see one.
Who is this?,This is Luca.,It is my mom.,My sister.,My mom.,This is my mom.
Where are you?,I am home.,I am at school.,At the park.,I am at the park.,In the farm.
What can you do?,I can jump.,I can run.,I can eat.,I can play.,Okay.
Please say thank you.,Thanks!,Thank you very much!,Thank you!,Thanks a lot!,"Thank you, friend!"
"Can I have some juice, please?",Here you are.,Okay.,Please.,"Yes, please.",Yes.
Hello!,Hi!,Hello!,Hi there!,"Hi, friend!","Hello, Benny!"
How are you?,I am great!,I am happy.,I am good.,I am fine.,I am okay.
What is your name?,I am Noor.,My name is Ken.,I'm Noor.,I am Ken.,My name is Noor.
Nice to meet you!,You too!,Hi!,Nice to meet you!,Thank you!,Nice to meet you too!
Say goodbye!,Goodbye!,See you!,Good night!,Bye!,Bye-bye!
What color is this?,It is green.,I see blue.,This is blue.,Blue.,It is blue.
What animal do you see?,It is a cow.,"Look, a cow!",A cow.,A fish.,I see a cow.
Do you like mango?,I love mango!,"No, I don't like mango.",Yes!,"Yes, I like mango.",Yummy!
What do you want to play with?,"The ball, please.",I like the ball.,Let's play with the ball.,"A teddy, please.",I want the ball.
How many do you see?,Four.,I see one.,One toys.,There are one.,One.
Who is this?,This is my mom.,It is my mom.,My mom.,My sister.,This is Lila.
Where are you?,At the park.,I am at the park.,In the farm.,I am at school.,I am home.
What can you do?,I can run.,I can eat.,I can jump.,I can play.,Okay.
Please say thank you.,Thank you!,Thanks!,Thanks a lot!,"Thank you, friend!",Thank you very much!
"Can I have some juice, please?",Please.,Here you are.,Yes.,"Yes, please.",Okay.
Hello!,"Hello, Benny!",Hi!,Hi there!,Hello!,"Hi, friend!"
How are you?,I am fine.,I am great!,I am good.,I am happy.,I am okay.
What is your name?,I'm Ken.,My name is Yuki.,I am Yuki.,I am Ken.,My name is Ken.
Nice to meet you!,Hi!,Nice to meet you too!,You too!,Thank you!,Nice to meet you!
Say goodbye!,Good night!,Bye!,See you!,Goodbye!,Bye-bye!
What color is this?,It is green.,I see orange.,This is orange.,It is orange.,Orange.
What animal do you see?,A cow.,A fish.,"Look, a cow!",It is a cow.,I see a cow.
Do you like mango?,Yes!,"No, I don't like mango.",Yummy!,"Yes, I like mango.",I love mango!
What do you want to play with?,Let's play with the ball.,I want the ball.,"A teddy, please.","The ball, please.",I like the ball.
